pincode,city,district,state,lat,lng
531034,Chowduvada B.O,Visakhapatanam,Andhra Pradesh,17.8389947,83.0010731
531035,Asakapalle B.O,Visakhapatanam,Andhra Pradesh,17.7690141,83.1171127
531036,Adavi Agraharam B.O,Visakhapatanam,Andhra Pradesh,16.523681,80.639247
531040,Injari B.O,Visakhapatanam,Andhra Pradesh,18.16671,82.390037
531055,Penugollu B.O,Visakhapatanam,Andhra Pradesh,17.4690249,82.7728801
531060,Venkatapuram B.O,Visakhapatanam,Andhra Pradesh,17.435438,82.827129
531061,Govindapalem B.O,Visakhapatanam,Andhra Pradesh,17.455663,82.917166
531075,Boyila Kinthada B.O,Visakhapatanam,Andhra Pradesh,17.487548,82.359865
531077,Ganneruputtu B.O,Visakhapatanam,Andhra Pradesh,18.045278,82.58033
531081,Rajayyapeta B.O,Visakhapatanam,Andhra Pradesh,17.3599128,82.7133636
531082,Bhimavaram B.O,Visakhapatanam,Andhra Pradesh,17.4723751,82.7375613
531083,Gudivada B.O,Visakhapatanam,Andhra Pradesh,17.399464,82.7914086
531084,Kantaram B.O,Visakhapatanam,Andhra Pradesh,17.6067466,82.3800683
531085,Kodavatipudi B.O,Visakhapatanam,Andhra Pradesh,17.488391,82.606469
531087,Revallu B.O,Visakhapatanam,Andhra Pradesh,17.6240824,82.18253
531105,Darakonda B.O,Visakhapatanam,Andhra Pradesh,17.996951,82.124777
531111,Kothapalem B.O,Visakhapatanam,Andhra Pradesh,17.775674,82.422094
531113,P P Agraharam B.O,Visakhapatanam,Andhra Pradesh,17.590537,82.705037
531114,Kothakota S.O (Visakhapatnam),Visakhapatanam,Andhra Pradesh,17.7041944,83.2965
531115,Pedajaggampeta B.O,Visakhapatanam,Andhra Pradesh,17.4721781,82.4309186
531116,Narsipatnam H.O,Visakhapatanam,Andhra Pradesh,17.573118,82.491412
531117,P Kothapalle B.O,Visakhapatanam,Andhra Pradesh,17.5106729,82.5838704
531118,Annavaram B.O,Visakhapatanam,Andhra Pradesh,17.608616,82.632208
531126,Mangavaram B.O,Visakhapatanam,Andhra Pradesh,17.3467026,82.5920393
531127,Kumarapuram  B.O,Visakhapatanam,Andhra Pradesh,17.275442,82.561398
531133,Pedavalasa B.O,Visakhapatanam,Andhra Pradesh,17.7836299,82.269954
531149,Baski B.O,Visakhapatanam,Andhra Pradesh,17.6868159,83.2184815
531151,Pattam B.O,Visakhapatanam,Andhra Pradesh,18.16364,82.864875
531162,Ravada B.O,Vizianagaram,Andhra Pradesh,17.576554,83.052247
531163,Rayapalem B.O,Visakhapatanam,Andhra Pradesh,17.730392,83.286722
531173,Chintalapalem B.O,Vizianagaram,Andhra Pradesh,17.596823,82.877522
531219,R P Agraharam S.O,Visakhapatanam,Andhra Pradesh,17.5387778,82.4712222
532001,Srikakulam Market S.O,Srikakulam,Andhra Pradesh,18.2089167,83.8946944
532005,Kothapeta B.O,Srikakulam,Andhra Pradesh,18.2966111,83.8881147
532122,Nayaralavalasa B.O,Srikakulam,Andhra Pradesh,18.5263111,83.6318055
532123,Vungarada B.O,Srikakulam,Andhra Pradesh,18.455416,83.75177
532127,Dasariraminaiduvalasa B.O,Srikakulam,Andhra Pradesh,18.3472858,83.6215851
532148,Sigadam S.O,Srikakulam,Andhra Pradesh,18.3777778,83.6813611
532168,Banam B.O,Srikakulam,Andhra Pradesh,18.2988,83.7491
532185,Amadalavalasa H.O,Srikakulam,Andhra Pradesh,18.4081111,83.9003333
532186,Cheemalavalasa B.O,Srikakulam,Andhra Pradesh,18.2877,83.9003333
532187,Bairisingupuram S.O,Srikakulam,Andhra Pradesh,18.287777,83.9003333
532190,Rottavalasa B.O,Srikakulam,Andhra Pradesh,18.49733,83.9428333
532195,Kakarapalli B.O,Srikakulam,Andhra Pradesh,18.2978,83.8987
532201,Tekkali H.O,Srikakulam,Andhra Pradesh,18.6068333,84.2365556
532203,Bhagavanpuram BO,Srikakulam,Andhra Pradesh,18.4996,83.7591
532211,Kothalingudu B.O,Srikakulam,Andhra Pradesh,18.29625,83.8936944
532212,Dandugopalapuram B.O,Srikakulam,Andhra Pradesh,18.577166,84.2844722
532213,Peddalogidi B.O,Srikakulam,Andhra Pradesh,18.747,84.0879722
532214,Borubhadra B.O,Srikakulam,Andhra Pradesh,18.583612,83.903522
532215,Venkatapuram B.O,Srikakulam,Andhra Pradesh,18.6991,84.2274
532216,Banapuram B.O,Srikakulam,Andhra Pradesh,17.0587,80.1252
532218,Singuru BO,Srikakulam,Andhra Pradesh,18.6199,84.3705
532219,Bathupuram B.O,Srikakulam,Andhra Pradesh,18.7515556,84.4871121
532220,Parasurampuram BO,Srikakulam,Andhra Pradesh,18.7415,84.2884
532221,Karajada B.O,Srikakulam,Andhra Pradesh,18.7745,84.410111
532222,Pallisaradhi B.O,Srikakulam,Andhra Pradesh,18.29625,83.8936944
532242,Kothapalli B.O,Srikakulam,Andhra Pradesh,18.87152,84.461511
532243,Rangoi B.O,Srikakulam,Andhra Pradesh,18.848666,84.5038611
532263,Nadumuru B.O,Srikakulam,Andhra Pradesh,18.8831111,84.5829444
532264,Chowkipeta B.O,Srikakulam,Andhra Pradesh,18.900972,84.5533055
532284,Palasapuram B.O,Srikakulam,Andhra Pradesh,18.946055,84.5854444
532290,Gorlapadu B.O,Srikakulam,Andhra Pradesh,18.9756667,84.5805277
532291,Ms Palli S.O,Srikakulam,Andhra Pradesh,19.0006944,84.5674167
532292,Isakalapalem B.O,Srikakulam,Andhra Pradesh,18.951777,84.631722
532312,Arakabhadra BO,Srikakulam,Andhra Pradesh,19.1006,84.6139
532322,Beejiputti B.O,Srikakulam,Andhra Pradesh,19.0113611,84.69025
532401,Mofusbandar B.O,Srikakulam,Andhra Pradesh,18.287777,83.91255
532402,Kanimetta B.O,Srikakulam,Andhra Pradesh,18.3414411,83.8172211
532403,Lakshmipuram BO,Srikakulam,Andhra Pradesh,18.1836,83.7813
532404,Srikurmam S.O,Srikakulam,Andhra Pradesh,18.273,84.0048333
532405,Bhairi B.O,Srikakulam,Andhra Pradesh,18.2966111,83.8881141
532406,Tonangi B.O,Srikakulam,Andhra Pradesh,18.3415277,84.1184445
532407,Allivalasa BO,Srikakulam,Andhra Pradesh,18.126,83.7363
532408,D. Matchilesam B.O,Srikakulam,Andhra Pradesh,18.222666,83.8701944
532409,Naruva B.O,Srikakulam,Andhra Pradesh,18.1127,83.6535
532410,Fareedpeta B.O,Srikakulam,Andhra Pradesh,18.2820555,83.82475
532421,Komarti B.O,Srikakulam,Andhra Pradesh,18.0460121,84.0462111
532425,Makivalasa B.O,Srikakulam,Andhra Pradesh,18.3741,84.026
532426,Kodaddapanasa BO,Srikakulam,Andhra Pradesh,18.3,83.9
532427,Bhadri B.O,Srikakulam,Andhra Pradesh,18.5439156,84.0132777
532428,Karakavalasa B.O,Srikakulam,Andhra Pradesh,18.6438332,84.0012354
532429,Polaki S.O,Srikakulam,Andhra Pradesh,18.3748889,84.1046944
532430,Dandulaxmipuram B.O,Srikakulam,Andhra Pradesh,18.285333,83.8958611
532432,Chennaivalasa BO,Srikakulam,Andhra Pradesh,18.5016,83.9929
532440,Palakonda S.O,Srikakulam,Andhra Pradesh,18.60375,83.7563333
532443,Seethampeta S.O,Srikakulam,Andhra Pradesh,18.7331944,83.8071389
532445,Annampeta BO,Srikakulam,Andhra Pradesh,18.514,83.8725
532455,Keesara B.O,Srikakulam,Andhra Pradesh,18.29483,83.89366
532456,Singidi B.O,Srikakulam,Andhra Pradesh,18.24,83.91
532457,Kadumu B.O,Srikakulam,Andhra Pradesh,18.7838055,83.9392511
532458,Pusam B.O,Srikakulam,Andhra Pradesh,18.29245,83.893696
532459,Tulagam B.O,Srikakulam,Andhra Pradesh,18.6704561,83.9503056
532460,Veeraghattam S.O,Srikakulam,Andhra Pradesh,18.6885556,83.6095556
532461,Seetharampuram Inam S.O,Srikakulam,Andhra Pradesh,18.6327222,83.5971944
532462,Sangam B.O,Srikakulam,Andhra Pradesh,8.5616,18.7064
532474,Chinabammidi BO,Srikakulam,Andhra Pradesh,18.4343,84.1092
532484,Thogaram B.O,Srikakulam,Andhra Pradesh,18.3523785,83.8586956
533001,Kakinada Bazar S.O,East Godavari,Andhra Pradesh,16.9482222,82.2528889
533002,M S N Charties S.O,East Godavari,Andhra Pradesh,16.9282222,82.2336944
533003,Mehernagar S.O,East Godavari,Andhra Pradesh,16.8826944,81.9266944
533004,Gandhinagar(KKD) S.O,East Godavari,Andhra Pradesh,16.7013889,81.8893333
533005,Thimmaparam B.O,East Godavari,Andhra Pradesh,16.1465685,80.2014433
533006,Repuru B.O,East Godavari,Andhra Pradesh,16.8532383,82.1917496
533007,Dairy Farm Center S.O,East Godavari,Andhra Pradesh,16.960528,82.248674
533016,Gurazanapalli B.O,East Godavari,Andhra Pradesh,16.89,82.22
533101,Ramakrishna Nagar S.O,East Godavari,Andhra Pradesh,16.979842,81.795744
533102,Konthamuru S.O,East Godavari,Andhra Pradesh,17.0459722,81.7937222
533103,Danavaipeta S.O,East Godavari,Andhra Pradesh,17.0051667,81.7856944
533104,Aryapuram S.O,East Godavari,Andhra Pradesh,17.0105,81.7724444
533105,Trunk Road Junction S.O,East Godavari,Andhra Pradesh,17.011661,81.777509
533106,Prakasamnagar S.O,East Godavari,Andhra Pradesh,17.0132222,81.8169722
533107,Punyakshetram B.O,East Godavari,Andhra Pradesh,16.9766,81.8525
533124,Kondagunturu B.O,East Godavari,Andhra Pradesh,16.9414,81.8525
533125,Vemagiri B.O,East Godavari,Andhra Pradesh,16.9308,81.806
533126,Baduguvanilanka B.O,East Godavari,Andhra Pradesh,16.839,81.8262
533201,Amalapuram H.O,East Godavari,Andhra Pradesh,16.57652778,82.00297222
533210,Bendamurlanka S.O,East Godavari,Andhra Pradesh,16.44447222,81.973
533211,Mukteswaram S.O,East Godavari,Andhra Pradesh,15.99480556,79.98430556
533212,Katrenikona S.O,East Godavari,Andhra Pradesh,16.58325,82.15811111
533213,Samanasa S.O,East Godavari,Andhra Pradesh,16.57019444,82.04819444
533214,Ambajipeta S.O,East Godavari,Andhra Pradesh,16.59336111,81.94877778
533215,Bodasakurru S.O,East Godavari,Andhra Pradesh,16.53230556,81.97483333
533216,Mummidivaram S.O,East Godavari,Andhra Pradesh,13.64086111,82.10094444
533217,Allavaram S.O,East Godavari,Andhra Pradesh,16.51708333,81.98852778
533218,Peruru S.O,East Godavari,Andhra Pradesh,16.54886111,81.9785
533220,Kesanakurrupalem S.O,East Godavari,Andhra Pradesh,16.62125,82.18055556
533221,Bandarlanka S.O,East Godavari,Andhra Pradesh,16.58197222,81.96205556
533222,Anatavaram S.O,East Godavari,Andhra Pradesh,17.69897222,83.28530556
533223,Kothapeta S.O (East Godavari),East Godavari,Andhra Pradesh,16.7013889,81.8893333
533228,Vanapalli S.O,East Godavari,Andhra Pradesh,16.68419444,81.94169444
533229,Palivela S.O,East Godavari,Andhra Pradesh,16.7013889,81.8893333
533232,SURYARAOPETA B.O,East Godavari,Andhra Pradesh,16.78821,81.88887
533233,Jonnada B.O,East Godavari,Andhra Pradesh,16.8,81.86
533234,Choppella B.O,East Godavari,Andhra Pradesh,16.8373,81.8484
533235,Atreyapuram S.O,East Godavari,Andhra Pradesh,16.83341667,81.78688889
533236,Ryali S.O,East Godavari,Andhra Pradesh,16.78008333,81.80188889
533237,Vubalanka S.O,East Godavari,Andhra Pradesh,16.77844444,81.82466667
533238,Ravulapalem S.O,East Godavari,Andhra Pradesh,15.80966667,79.97033333
533239,Pulletikurru S.O,East Godavari,Andhra Pradesh,16.63647222,81.94933333
533240,D.Gannavaram S.O,East Godavari,Andhra Pradesh,16.57463889,81.88463889
533241,Mukkamala S.O,East Godavari,Andhra Pradesh,16.64791667,81.96513889
533242,Razole H.O,East Godavari,Andhra Pradesh,16.47786111,81.83963889
533244,Sivakodu S.O,East Godavari,Andhra Pradesh,16.466,81.82877778
533247,Nagaram S.O (East Godavari),East Godavari,Andhra Pradesh,16.7013889,81.8893333
533248,Ponnamanda S.O,East Godavari,Andhra Pradesh,16.44316667,81.91394444
533249,Tatipaka Bazar S.O,East Godavari,Andhra Pradesh,16.50463889,81.87941667
533250,Mori S.O (East Godavari),East Godavari,Andhra Pradesh,16.7013889,81.8893333
533251,Sakhinetipalli S.O,East Godavari,Andhra Pradesh,16.42425,81.7185
533252,Antarvedipalem S.O,East Godavari,Andhra Pradesh,16.40347222,81.77913889
533253,Malikipuram S.O,East Godavari,Andhra Pradesh,16.40433333,81.80602778
533254,Lakkavaram S.O (East Godavari),East Godavari,Andhra Pradesh,16.7013889,81.8893333
533255,Ramachandrapuram H.O,East Godavari,Andhra Pradesh,16.8350833,82.0310833
533256,Narasapurapupeta B.O,East Godavari,Andhra Pradesh,16.7339,82.0475
533260,Yanamadala B.O,East Godavari,Andhra Pradesh,16.34585,82.265
533261,Chelluru S.O,East Godavari,Andhra Pradesh,16.8256667,81.9984722
533262,Kunduru B.O,East Godavari,Andhra Pradesh,16.7548,82.0584
533263,Pekeru B.O,East Godavari,Andhra Pradesh,16.6876,81.7461
533264,Kutukuluru S.O,East Godavari,Andhra Pradesh,16.8775,81.9766389
533274,Gopalapuram S.O (East Godavari),East Godavari,Andhra Pradesh,16.7013889,81.8893333
533284,Gangavaram S.O,East Godavari,Andhra Pradesh,16.7353333,82.0475278
533285,Bayyanapalli B.O,East Godavari,Andhra Pradesh,17.1594,81.7405
533286,Rampayerrampalem B.O,East Godavari,Andhra Pradesh,17.2143,81.8606
533287,Muggulla B.O,East Godavari,Andhra Pradesh,17.1479,81.7062
533288,Tamarapalli B.O,East Godavari,Andhra Pradesh,17.36,81.74
533289,Munagala B.O,East Godavari,Andhra Pradesh,17.1287,81.7732
533290,Kotikesavaram S.O,East Godavari,Andhra Pradesh,17.2055556,81.7738611
533291,Mukundavaram B.O,East Godavari,Andhra Pradesh,16.9964,81.9969
533292,Dosakayapalli S.O,East Godavari,Andhra Pradesh,17.0666944,81.8265278
533293,Torredu S.O,East Godavari,Andhra Pradesh,17.0845833,81.7705
533294,Veerampalem B.O,East Godavari,Andhra Pradesh,16.9924,81.9562
533295,Kundada B.O,East Godavari,Andhra Pradesh,17.5554,81.6665
533296,Adikavi Nannayya University Campus S.O,East Godavari,Andhra Pradesh,16.9918056,81.7778333
533297,SEETHARAMPURAM B.O,East Godavari,Andhra Pradesh,17.08034,81.89798
533305,Kulla B.O,East Godavari,Andhra Pradesh,16.726,81.9957
533306,Kota B.O,East Godavari,Andhra Pradesh,16.71,82.06
533307,Teki B.O,East Godavari,Andhra Pradesh,16.77,81.92
533308,Valluru B.O,East Godavari,Andhra Pradesh,16.8265,81.9439
533309,Korumilli B.O,East Godavari,Andhra Pradesh,16.7307,81.9658
533339,Chinaramanayyapeta B.O,East Godavari,Andhra Pradesh,17.3053866,81.7212436
533340,Tapeswaram S.O,East Godavari,Andhra Pradesh,16.8901389,81.9248056
533341,Z.Medapadu B.O,East Godavari,Andhra Pradesh,16.9082,81.9016
533342,Duppalapudi B.O,East Godavari,Andhra Pradesh,16.8592,81.9367
533343,Vulapalli B.O,East Godavari,Andhra Pradesh,16.92,82.02
533344,Vendra B.O,East Godavari,Andhra Pradesh,16.89,82.083
533345,Vedurupaka B.O,East Godavari,Andhra Pradesh,16.8947,82.0237
533346,Lolla B.O,East Godavari,Andhra Pradesh,16.8878,81.9951
533347,Pulluru Phc B.O,East Godavari,Andhra Pradesh,16.833896,80.638241
533348,Donkarayi S.O,East Godavari,Andhra Pradesh,17.9296111,81.7991944
533349,TUMMILERU B.O.,East Godavari,Andhra Pradesh,17.473347,81.442199
533350,JAGGAVARAM B.O.,East Godavari,Andhra Pradesh,17.568833,81.196631
533351,Thotapalli S.O (Khammam),East Godavari,Andhra Pradesh,17.4026389,80.2353333
533352,Tummala B.O,East Godavari,Andhra Pradesh,15.908121,80.841239
533353,DEWANCHERUVU S.O,East Godavari,Andhra Pradesh,17.03738,81.93148
533354,INDUKURUPETA S.O,East Godavari,Andhra Pradesh,17.263309,81.78336
533355,GANGAVARAM S.O,East Godavari,Andhra Pradesh,16.7354,82.03448
533401,Vemavaram B.O,East Godavari,Andhra Pradesh,16.59,80.62
533406,P.E.Chinayapalem B.O,East Godavari,Andhra Pradesh,17.23,82.38
533407,Kamatam Mallavaram B.O,East Godavari,Andhra Pradesh,17.36,82.54
533408,Srungavruksham B.O,East Godavari,Andhra Pradesh,17.20091,82.46515
533428,Pandraprolu B.O,East Godavari,Andhra Pradesh,16.08,80.92
533429,Maredubaka B.O,East Godavari,Andhra Pradesh,16.86,81.93
533430,Dharamavaram S.O,East Godavari,Andhra Pradesh,17.2303889,82.2274167
533431,Rajupalem B.O,East Godavari,Andhra Pradesh,17.15,82.15
533432,Prathipadu S.O (East Godavari),East Godavari,Andhra Pradesh,17.2417778,82.3370278
533433,Jalluru B.O,East Godavari,Andhra Pradesh,17.09,82.199
533434,Pedabrahmadevam B.O,East Godavari,Andhra Pradesh,16.97,82.06
533435,Mallepalli B.O,East Godavari,Andhra Pradesh,17.15,81.99
533436,Sarabhavaram B.O,East Godavari,Andhra Pradesh,17.23,81.75
533437,Rayabhupalapatnam B.O,East Godavari,Andhra Pradesh,17.06575,82.12265
533440,Samalkot Agrl Farm B,East Godavari,Andhra Pradesh,17.05,82.17
533444,Chendurti B.O,East Godavari,Andhra Pradesh,17.21,82.29
533445,Raparthi B.O,East Godavari,Andhra Pradesh,17.13,82.22
533446,Chintaluru B.O,East Godavari,Andhra Pradesh,17.2672,82.2683
533447,Kothapalli (U) S.O,East Godavari,Andhra Pradesh,16.7161667,80.9401111
533448,Uppada S.O,East Godavari,Andhra Pradesh,17.0818611,82.3356944
533449,Kommanapalli B.O,East Godavari,Andhra Pradesh,17.17275,82.32455
533450,Komaragiri B.O,East Godavari,Andhra Pradesh,16.68,82.17
533451,Tatiparthi S.O,East Godavari,Andhra Pradesh,17.186804,82.271624
533461,Coringa S.O,East Godavari,Andhra Pradesh,16.8123611,82.2317778
533462,Z.Bhavaram B.O,East Godavari,Andhra Pradesh,16.84,82.1
533463,Gadimoga B.O,East Godavari,Andhra Pradesh,16.74,82.29
533464,Yedurulanka B.O,East Godavari,Andhra Pradesh,16.710946,82.21349
533468,Kajuluru B.O,East Godavari,Andhra Pradesh,16.79,82.17
533483,Veeravaram B.O,East Godavari,Andhra Pradesh,17.05,82.22
533577,Vilasa S.O,East Godavari,Andhra Pradesh,16.63136111,82.02533333
534001,Eluru H.O,West Godavari,Andhra Pradesh,16.7050833,81.1061389
534002,Ashok Nagar S.O (West Godavari),West Godavari,Andhra Pradesh,16.43,81.09
534003,Westren Street S.O,West Godavari,Andhra Pradesh,16.7067778,81.1096111
534004,Gudivakalanka B.O,West Godavari,Andhra Pradesh,16.6365,81.2126
534005,Eluru R.S S.O,West Godavari,Andhra Pradesh,16.7146389,81.1127778
534006,Eluru Bus Station S.O,West Godavari,Andhra Pradesh,16.70825,81.0913333
534007,Industrial Estate S.O (West Godavari),West Godavari,Andhra Pradesh,16.5192778,81.7286944
534101,Tadepalligudem H.O,West Godavari,Andhra Pradesh,16.8118333,81.5235
534102,Padala B.O,West Godavari,Andhra Pradesh,16.7945217,8.521054
534111,Atchannapalem B.O,West Godavari,Andhra Pradesh,16.8894092,81.4889431
534112,Singarajupalem B.O,West Godavari,Andhra Pradesh,16.8808984,81.4087075
534122,Pandithavilluru B.O,West Godavari,Andhra Pradesh,16.607926,81.756134
534123,Penumanchili B.O,West Godavari,Andhra Pradesh,16.584599,81.82055
534124,Penumantra S.O,West Godavari,Andhra Pradesh,16.64194444,81.65136111
534126,Podalada B.O,West Godavari,Andhra Pradesh,16.487677,81.864096
534134,Seethalm Kondepadu B.O,West Godavari,Andhra Pradesh,16.654025,81.54593
534145,Madhavaram S.O (West Godavari),West Godavari,Andhra Pradesh,16.5192778,81.7286944
534146,Kothuru BO,West Godavari,Andhra Pradesh,16.6836,81.0844
534156,Korumilli B.O,West Godavari,Andhra Pradesh,16.7417549,81.5739738
534165,West Vipparru S.O,West Godavari,Andhra Pradesh,16.7446111,81.4733611
534166,Racharla B.O,West Godavari,Andhra Pradesh,15.4610242,78.961433
534176,Kavuluru BO,West Godavari,Andhra Pradesh,16.6286,80.5841
534186,Garagaparru B.O,West Godavari,Andhra Pradesh,16.6170253,81.4968814
534195,Mandalaparru B.O,West Godavari,Andhra Pradesh,16.7165242,81.4278221
534196,Ch.Agraharam S.O,West Godavari,Andhra Pradesh,16.7266111,81.5202222
534197,Ardhavaram B.O,West Godavari,Andhra Pradesh,16.6895053,89.41636
534198,Krovvidi B.O,West Godavari,Andhra Pradesh,6.6724657,81.440256
534199,Pedapulleru B.O,West Godavari,Andhra Pradesh,16.562958,81.445066
534201,Someswaralayam S.O,West Godavari,Andhra Pradesh,16.53655556,81.507
534202,Taderu B.O,West Godavari,Andhra Pradesh,16.515868,81.543873
534204,China amiram B.O,West Godavari,Andhra Pradesh,16.536415,81.492427
534206,Bondada B.O,West Godavari,Andhra Pradesh,16.529226,81.459483
534207,Vempa B.O,West Godavari,Andhra Pradesh,16.4421318,81.574975
534208,Ankoderu B.O,West Godavari,Andhra Pradesh,16.485133,81.48831
534209,Korukollu B.O,West Godavari,Andhra Pradesh,16.483782,81.243623
534210,Kumudavalli B.O,West Godavari,Andhra Pradesh,16.571747,81.534958
534211,Tanuku Old Town S.O,West Godavari,Andhra Pradesh,16.75122222,81.70755556
534215,Venkatrayapuram S.O,West Godavari,Andhra Pradesh,16.66969444,80.77872222
534216,Vundrajavaram S.O,West Godavari,Andhra Pradesh,16.74875,81.20711111
534217,Kothapadu B.O,West Godavari,Andhra Pradesh,16.672352,81.697272
534218,Mandapaka S.O,West Godavari,Andhra Pradesh,16.73705556,81.66372222
534222,Kavalipuram B.O,West Godavari,Andhra Pradesh,16.705106,81.669938
534225,Ballipadu B.O,West Godavari,Andhra Pradesh,16.534408,81.659669
534227,Velagaduuru B.O,West Godavari,Andhra Pradesh,16.6504,80.614652
534230,Unikili B.O,West Godavari,Andhra Pradesh,16.526934,81.107885
534235,Chinamallipadu B.O,West Godavari,Andhra Pradesh,16.50158,81.356441
534236,Kalavapudi B.O,West Godavari,Andhra Pradesh,16.470666,81.382215
534237,Doddanapudi B.O,West Godavari,Andhra Pradesh,16.526313,81.396005
534238,Navuduru B.O,West Godavari,Andhra Pradesh,16.60345,81.632278
534239,Losari gutlapadu B.O,West Godavari,Andhra Pradesh,16.412996,81.47315
534240,Jonnalapalem B.O,West Godavari,Andhra Pradesh,16.539485,80.51424
534243,Dusanapudi B.O,West Godavari,Andhra Pradesh,16.515402,81.595626
534244,Vankayalapalem B.O,West Godavari,Andhra Pradesh,16.539136,81.567586
534245,Tillapudi B.O,West Godavari,Andhra Pradesh,16.511671,81.639126
534247,Tokalapudi B.O,West Godavari,Andhra Pradesh,16.565716,81.629877
534250,Agarru B.O,West Godavari,Andhra Pradesh,16.452192,79.893381
534260,Palakol Bazar S.O,West Godavari,Andhra Pradesh,16.51883333,81.72697222
534265,Varidhanam B.O,West Godavari,Andhra Pradesh,16.093633,81.731973
534266,Matla Palem B.O,West Godavari,Andhra Pradesh,16.502897,81.825957
534267,Vaddiparru B.O,West Godavari,Andhra Pradesh,16.543945,81.808089
534268,Chinchinada B.O,West Godavari,Andhra Pradesh,16.457745,81.771183
534269,Valluru B.O,West Godavari,Andhra Pradesh,16.557958,81.82995
534275,Vemuladeevi B.O,West Godavari,Andhra Pradesh,16.338067,81.698684
534280,Sitaramapuram S.O,West Godavari,Andhra Pradesh,16.35358333,81.65613889
534281,Chinagolla Palem B.O,West Godavari,Andhra Pradesh,16.379819,81.480006
534301,Settipeta B.O,West Godavari,Andhra Pradesh,16.8706726,81.6662585
534302,Jeedigunta B.O,West Godavari,Andhra Pradesh,16.8803645,81.7199296
534305,Katakoteswaram B.O,West Godavari,Andhra Pradesh,16.9301785,81.6342944
534311,Rajanagaram B.O,West Godavari,Andhra Pradesh,17.0833,81.8999
534312,Bodigudem B.O,West Godavari,Andhra Pradesh,16.2949,81.6657
534313,Ramannapalem B.O,West Godavari,Andhra Pradesh,16.4098943,81.646083
534315,Talluru B.O,East Godavari,Andhra Pradesh,17.1629185,82.024803
534316,Gopalapuram S.O (West Godavari),West Godavari,Andhra Pradesh,16.5192778,81.7286944
534318,Karagapadu B.O,West Godavari,Andhra Pradesh,17.159318,81.5005534
534320,Kothalaparru B.O,West Godavari,Andhra Pradesh,16.631768,81.773917
534324,Pittalavemavarm B.O,West Godavari,Andhra Pradesh,15.984373,80.636854
534326,Nadipudi B.O,West Godavari,Andhra Pradesh,16.648766,81.834049
534327,Miniminchilipadu B.O,West Godavari,Andhra Pradesh,16.580925,81.78212
534328,Kannai Kumudavalli B.O,West Godavari,Andhra Pradesh,16.715606,81.728947
534329,Usulumarru B.O,West Godavari,Andhra Pradesh,16.8170602,81.728732
534330,Dongaravipalem B.O,West Godavari,Andhra Pradesh,16.693598,81.799479
534331,Ajjaram B.O,West Godavari,Andhra Pradesh,16.7681999,81.7344027
534338,Kommuchikkala B.O,West Godavari,Andhra Pradesh,16.578153,81.693893
534340,Ballipadu B.O,West Godavari,Andhra Pradesh,16.7168632,81.6065553
534341,Bhimole B.O,West Godavari,Andhra Pradesh,17.1192695,81.6164118
534342,Unagatla B.O,West Godavari,Andhra Pradesh,16.9591785,81.6555546
534350,RTC Bustand(kovvur S.O,West Godavari,Andhra Pradesh,17.0128056,81.7252778
534401,Amberpeta B.O,West Godavari,Andhra Pradesh,16.793,81.3014
534406,Chebrole S.O (West Godavari),West Godavari,Andhra Pradesh,16.5192778,81.7286944
534411,Nachugunta B.O,West Godavari,Andhra Pradesh,15.7876646,80.8832895
534416,Kaikaram S.O,West Godavari,Andhra Pradesh,16.81175,81.3660556
534425,Gunnampally B.O,West Godavari,Andhra Pradesh,16.775,81.4917
534426,Timmapuram B.O,West Godavari,Andhra Pradesh,16.9293,81.5568
534427,Agadalalanka B.O,West Godavari,Andhra Pradesh,16.7115,81.2753
534432,Satynarayanapuram B.O,West Godavari,Andhra Pradesh,16.7529,81.1653
534435,Pedavegi,West Godavari,Andhra Pradesh,16.8101873,81.1065055
534437,Koniki B.O,West Godavari,Andhra Pradesh,16.5677,81.0323
534442,Kovvali S.O,West Godavari,Andhra Pradesh,16.7305,81.1733611
534444,Rudramkota,West Godavari,Andhra Pradesh,17.533822,81.1737824
534447,Jangareddygudem H.O,West Godavari,Andhra Pradesh,17.1150556,81.2971944
534448,Regulakunta B.O,West Godavari,Andhra Pradesh,16.8169,81.3669
534449,Uppalapadu B.O,West Godavari,Andhra Pradesh,16.9348,81.1546
534450,Somavarappadu B.O,West Godavari,Andhra Pradesh,16.7505,81.115
534451,Lakkavaram S.O (West Godavari),West Godavari,Andhra Pradesh,16.5192778,81.7286944
534452,T.Gokavaram B.O,West Godavari,Andhra Pradesh,16.5675,81.6359
534455,Chinnavarigudem B.O,West Godavari,Andhra Pradesh,17.0448,81.4814
534456,A.Polavaram B.O,West Godavari,Andhra Pradesh,17.1159,81.1317
534460,Balavarigudem B.O,West Godavari,Andhra Pradesh,16.5944,79.3981
534461,Edavally B.O,West Godavari,Andhra Pradesh,17.0098,81.1925
534462,K.Gokavaram B.O,West Godavari,Andhra Pradesh,16.1519,79.5354
534467,Bandamcherla B.O,West Godavari,Andhra Pradesh,17.085893,81.127727
534475,Janampeta B.O,West Godavari,Andhra Pradesh,16.6244,81.0093
535001,Vizianagaram Market S.O,Vizianagaram,Andhra Pradesh,18.1096389,83.4074444
535002,Dasannapeta S.O,Vizianagaram,Andhra Pradesh,18.1017222,83.4313056
535003,Gokapeta B.O,Vizianagaram,Andhra Pradesh,18.098851,83.390123
