pincode,city,district,state,lat,lng
246113,Thair BO,Pauri Garhwal,Uttarakhand,30.05118,78.730121
246121,Khera BO,Pauri Garhwal,Uttarakhand,29.892504,78.670087
246123,Pinakot BO,Pauri Garhwal,Uttarakhand,30.11085,78.925288
246124,Rajbat BO,Pauri Garhwal,Uttarakhand,29.864575,78.607243
246125,Rampur Chatti BO,Pauri Garhwal,Uttarakhand,29.98238,79.322967
246127,Dugadda SO,Pauri Garhwal,Uttarakhand,29.8058611,78.6092222
246128,Chelusain BO,Pauri Garhwal,Uttarakhand,29.928605,78.635911
246129,Dudharkhal SO,Pauri Garhwal,Uttarakhand,29.8705,78.79775
246130,Chakisain B SO,Pauri Garhwal,Uttarakhand,30.1175556,79.0131944
246131,Simar BO,Pauri Garhwal,Uttarakhand,29.924899,78.826938
246141,Sirwari BO,Rudra Prayag,Uttarakhand,30.302267,78.856666
246142,Kalagarh SO,Pauri Garhwal,Uttarakhand,29.4907778,78.7643333
246144,Birmoli BO,Pauri Garhwal,Uttarakhand,29.762765,78.858844
246146,Kanskhet SO,Pauri Garhwal,Uttarakhand,30.0501944,79.049
246147,Khirshu SO,Pauri Garhwal,Uttarakhand,30.1716389,78.8679722
246148,Masangaon BO,Pauri Garhwal,Uttarakhand,25.521384,81.099609
246149,BEL SO,Pauri Garhwal,Uttarakhand,29.7375556,78.4916111
246150,Padampur Sukhro,Pauri Garhwal,Uttarakhand,29.829764,79.053206
246155,Dabri BO,Pauri Garhwal,Uttarakhand,29.790529,78.724947
246159,Lwali SO,Pauri Garhwal,Uttarakhand,30.1226111,78.7346111
246161,Moxan Uniyal BO,Pauri Garhwal,Uttarakhand,29.738503,79.012941
246162,Damadeval BO,Pauri Garhwal,Uttarakhand,29.962349,78.86639
246163,Kingorikhal BO,Pauri Garhwal,Uttarakhand,29.985599,78.736285
246164,Nisni BO,Pauri Garhwal,Uttarakhand,29.762765,78.873296
246165,Molthi BO,Pauri Garhwal,Uttarakhand,30.06705,78.821275
246166,Parsundakhal SO,Pauri Garhwal,Uttarakhand,30.0793333,78.7750556
246167,Patisain SO,Pauri Garhwal,Uttarakhand,28.9796389,78.7786944
246169,Kunjkhal BO,Pauri Garhwal,Uttarakhand,28.237987,83.995588
246171,Pauri Nishni BO,Rudra Prayag,Uttarakhand,30.214762,78.933092
246172,Banghat BO,Pauri Garhwal,Uttarakhand,29.9167,78.7
246173,Silogi SO,Pauri Garhwal,Uttarakhand,29.9982778,78.5810278
246174,Srinagar SO Pauri Garhwal,Pauri Garhwal,Uttarakhand,30.1493611,78.7771944
246175,Diusi BO,Pauri Garhwal,Uttarakhand,30.010973,78.691635
246176,Pokhrikhet BO,Pauri Garhwal,Uttarakhand,30.037079,78.804283
246177,Vedikhal SO,Pauri Garhwal,Uttarakhand,29.879,79.0045556
246178,Srikot SO,Pauri Garhwal,Uttarakhand,30.222732,78.816132
246179,Rikhnikhal A SO,Pauri Garhwal,Uttarakhand,29.7708889,78.8714167
246193,Jahrikhal B SO,Pauri Garhwal,Uttarakhand,29.8594444,78.6791667
246194,GB Pant Engg College SO,Pauri Garhwal,Uttarakhand,30.1493611,78.7771944
246275,Gadkharak Malla BO,Pauri Garhwal,Uttarakhand,29.912585,79.087101
246276,Chandoli Malli BO,Pauri Garhwal,Uttarakhand,29.829764,79.053206
246277,Dhumakot SO,Pauri Garhwal,Uttarakhand,29.7499722,79.0152222
246278,Seramalla BO,Pauri Garhwal,Uttarakhand,29.892456,79.025658
246279,Gaulikhal BO,Pauri Garhwal,Uttarakhand,29.700599,79.081452
246285,Ainthi BO,Pauri Garhwal,Uttarakhand,30.007717,79.132274
246401,Gopeshwar HO,Chamoli,Uttarakhand,30.4078333,79.31775
246419,Makoomath BO,Rudra Prayag,Uttarakhand,30.346191,79.048506
246421,Silli BO,Rudra Prayag,Uttarakhand,23.34844,85.851183
246422,Hanuman Chatti BO,Chamoli,Uttarakhand,30.694772,79.514147
246424,Irani BO,Chamoli,Uttarakhand,30.293512,79.561315
246425,Arkhund BO,Rudra Prayag,Uttarakhand,30.284414,78.981141
246426,Chhinka SO,Chamoli,Uttarakhand,30.1152778,79.0183333
246427,Melkhet BO,Chamoli,Uttarakhand,30.018574,79.725966
246428,Gaul BO,Chamoli,Uttarakhand,30.01273,79.262029
246429,Kharsain BO,Chamoli,Uttarakhand,30.241457,79.147798
246431,Koonigarh Bichali BO,Chamoli,Uttarakhand,29.95601,79.300076
246435,Banjbagar BO,Chamoli,Uttarakhand,30.21461,79.454215
246439,Andrwari BO,Rudra Prayag,Uttarakhand,30.276275,79.450613
246440,Silpata BO,Chamoli,Uttarakhand,28.056846,76.730766
246441,Gwaldam SO,Chamoli,Uttarakhand,30.0045556,79.5700556
246442,Agar,Rudra Prayag,Uttarakhand,30.340102,79.11816
246443,Baragaon BO,Chamoli,Uttarakhand,30.306405,78.998196
246444,Khainoli BO,Chamoli,Uttarakhand,30.080583,79.376122
246445,Kedarnath Seasional SO,Rudra Prayag,Uttarakhand,30.284557,78.981174
246446,Kanchula BO,Chamoli,Uttarakhand,30.26716,79.285986
246448,Maikoti SO,Rudra Prayag,Uttarakhand,30.3442778,79.0103056
246449,Kamera BO,Chamoli,Uttarakhand,30.205367,79.349372
246453,Kafoli Malli BO,Chamoli,Uttarakhand,30.162052,79.325431
246455,Paithani BO,Chamoli,Uttarakhand,30.121117,79.418343
246469,Daira BO,Rudra Prayag,Uttarakhand,30.200572,79.211822
246471,Rampur BO,Rudra Prayag,Uttarakhand,30.243256,78.940845
246472,Garurganga BO,Chamoli,Uttarakhand,29.897065,79.608442
246473,Beena Malla BO,Chamoli,Uttarakhand,30.282669,79.112513
246474,Koladungri BO,Chamoli,Uttarakhand,30.197112,79.266258
246475,Semlta BO,Rudra Prayag,Uttarakhand,3.2701151,78.944381
246481,Maita BO,Chamoli,Uttarakhand,29.96036,79.412362
246482,Burjola BO,Chamoli,Uttarakhand,30.028065,79.539269
246483,Tapoban SO,Chamoli,Uttarakhand,30.4901944,79.6307778
246486,Jhumakhet BO,Chamoli,Uttarakhand,29.94805,79.432412
246487,Bainoli BO,Chamoli,Uttarakhand,30.189561,79.2007
246488,Kimoli BO,Chamoli,Uttarakhand,30.109291,79.360636
246495,Chopra SO Rudraprayag,Rudra Prayag,Uttarakhand,30.28452,78.981174
246701,SaidaBad BO,Bijnor,Uttar Pradesh,25.370766,82.109756
246721,MohdPur Devmal BO,Bijnor,Uttar Pradesh,27.214226,77.926744
246722,Rasoolabad BO,Bijnor,Uttar Pradesh,19.2895,78.4385
246723,Tisotra BO,Bijnor,Uttar Pradesh,29.621571,78.152168
246724,Tanda Shahuwala BO,Bijnor,Uttar Pradesh,19.2895,78.4385
246725,Aurangabad Urf Sikanderpur BO,Bijnor,Uttar Pradesh,26.049465,84.037241
246726,Sherpur Kalyan BO,Bijnor,Uttar Pradesh,28.513036,80.190198
246727,Manjhola Billoch BO,Bijnor,Uttar Pradesh,19.2895,78.4385
246728,Umri BO,Bijnor,Uttar Pradesh,19.2895,78.4385
246729,Gangu Nagla BO,Bijnor,Uttar Pradesh,29.162588,78.273954
246731,Bhojpur BO,Bijnor,Uttar Pradesh,19.2895,78.4385
246732,Sofatpur BO,Bijnor,Uttar Pradesh,25.694714,82.909813
246733,Main Bazar Nehtaur SO,Bijnor,Uttar Pradesh,14.3033,77.7512
246734,Dharupur BO,Bijnor,Uttar Pradesh,19.2895,78.4385
246735,Bhogpur BO,Bijnor,Uttar Pradesh,19.2895,78.4385
246736,Rasoolpur Nagla BO,Bijnor,Uttar Pradesh,28.175723,78.661149
246737,Rahu Nagli SO,Bijnor,Uttar Pradesh,29.3735278,78.1348056
246745,Kiwar BO,Bijnor,Uttar Pradesh,19.2895,78.4385
246746,Mukarabpuri BO,Bijnor,Uttar Pradesh,19.2895,78.4385
246747,Allhapurmohkam BO,Bijnor,Uttar Pradesh,19.2895,78.4385
246749,Bhaguwala BO,Bijnor,Uttar Pradesh,28.981726,77.274046
246761,Chotti Mandi Dhampur SO,Bijnor,Uttar Pradesh,14.3033,77.7512
246762,Ganj Bazar Nagina SO,Bijnor,Uttar Pradesh,14.3033,77.7512
246763,Jahanabad Khobda BO,Bijnor,Uttar Pradesh,29.143,78.293
246764,Shadipur BO,Bijnor,Uttar Pradesh,19.2895,78.4385
247001,SHariya BO,Saharanpur,Uttar Pradesh,29.8515862,77.557643
247002,PTC SO,Saharanpur,Uttar Pradesh,29.9780404,77.5038933
247120,Punwarka BO,Saharanpur,Uttar Pradesh,30.0342539,77.6235413
247121,Raipur BO,Saharanpur,Uttar Pradesh,30.067494,77.5845648
247122,Badshahi Bagh SO,Saharanpur,Uttar Pradesh,30.3160989,77.6460028
247129,Khajnawar BO,Saharanpur,Uttar Pradesh,30.0954656,77.7294705
247231,Budhakhera BO,Saharanpur,Uttar Pradesh,30.0585786,77.5172758
247232,Jhabiran BO,Saharanpur,Uttar Pradesh,29.9560872,77.3970508
247340,Ambehta SO,Saharanpur,Uttar Pradesh,29.6362389,77.5024596
247341,Khadlana BO,Saharanpur,Uttar Pradesh,29.6914046,77.2469813
247342,Sirsaka BO,Saharanpur,Uttar Pradesh,29.8731735,77.253499
247343,Titron SO,Saharanpur,Uttar Pradesh,29.6695316,77.3223915
247451,Gudamb BO,Saharanpur,Uttar Pradesh,29.7286354,77.4852541
247452,Jandheri BO,Saharanpur,Uttar Pradesh,29.6638616,77.4336221
247453,Jaroda Panda SO,Saharanpur,Uttar Pradesh,29.6501202,77.5060438
247551,Paniyali Kasimpur BO,Saharanpur,Uttar Pradesh,29.7971406,77.6617461
247554,Ghaloli BO,Saharanpur,Uttar Pradesh,29.6110143,77.6729397
247656,Mundlana BO,Haridwar,Uttarakhand,29.7398,77.9153
247661,Bhagwanpur SO Haridwar,Haridwar,Uttarakhand,29.8704444,77.8884722
247662,Lashkarpur BO,Saharanpur,Uttar Pradesh,30.001323,77.7075219
247663,Khanpur BO,Haridwar,Uttarakhand,29.7202,78.1536
247664,Landhaura SO,Haridwar,Uttarakhand,29.7950278,77.9080278
247665,Sherpur Khelmau BO,Haridwar,Uttarakhand,29.79,77.79
247666,Dandhera BO,Haridwar,Uttarakhand,29.7192,77.3806
247667,Dhanauri BO,Haridwar,Uttarakhand,29.25,78.99
247668,Nalhera Anantpur BO,Haridwar,Uttarakhand,29.7705,78.15
247669,Chauradev BO,Saharanpur,Uttar Pradesh,29.9433878,77.7230317
247670,Rajupur BO,Haridwar,Uttarakhand,29.68,77.81
247671,Podowali BO,Haridwar,Uttarakhand,29.6994,78.0803
247771,Biral BO,Muzaffarnagar,Uttar Pradesh,29.25064,77.352418
247772,Jalalabad SO Muzaffarnagar,Shamli,Uttar Pradesh,29.473071,77.707742
247773,Gogwan BO,Shamli,Uttar Pradesh,29.374702,77.225325
247774,Kairana SO,Shamli,Uttar Pradesh,28.2486389,77.8548056
247775,Isso Pur Teel BO,Shamli,Uttar Pradesh,15.593455,77.296456
247776,Phugana BO,Muzaffarnagar,Uttar Pradesh,29.333766,77.389595
247777,Bhanera Udda BO,Shamli,Uttar Pradesh,15.5934,77.4176
247778,Un SO Muzaffarnagar,Shamli,Uttar Pradesh,29.473071,77.707742
248001,Sayedwala SO,Dehradun,Uttarakhand,30.0000278,78.0268889
248002,Clementtown SO,Dehradun,Uttarakhand,30.2650833,78.0012778
248003,Telbhawan SO,Dehradun,Uttarakhand,30.3356111,78.0302222
248005,Tunwala BO,Dehradun,Uttarakhand,30.2701,78.078
248006,INC SO,Dehradun,Uttarakhand,30.3271667,77.9948611
248007,Umedpur BO,Dehradun,Uttarakhand,30.1364945,78.032
248008,Nathuawala BO,Dehradun,Uttarakhand,30.06,78.1086
248009,Rajpur SO Dehradun,Dehradun,Uttarakhand,30.3524167,78.0270833
248011,Selaqui SO,Dehradun,Uttarakhand,30.3553056,77.8543611
248012,Defence Colony SO,Dehradun,Uttarakhand,30.2815833,78.0543889
248013,Kandoli BO,Dehradun,Uttarakhand,30.34,78.069
248014,Shamshergarh BO,Dehradun,Uttarakhand,30.2884,78.09
248015,Sudhowala SO,Dehradun,Uttarakhand,30.2995556,78.0849083
248016,Bichli Jolly BO,Dehradun,Uttarakhand,30.1949,78.192
248018,Mehunwala SO,Dehradun,Uttarakhand,30.321915,78.026619
248019,Balawala SO,Dehradun,Uttarakhand,30.2662,78.1062
248121,Banjarawala BO,Dehradun,Uttarakhand,30.27,78.03
248122,Barlowganj SO,Dehradun,Uttarakhand,30.4392778,78.0861944
248123,Kharora BO,Dehradun,Uttarakhand,30.31649,78.03219
248124,Myunda BO,Dehradun,Uttarakhand,29.808,77.8763
248125,Langha BO,Dehradun,Uttarakhand,30.419598,77.7962
248140,Resham Majri BO,Dehradun,Uttarakhand,30.1096,78.08
248142,Herbertpur SO,Dehradun,Uttarakhand,30.4073611,77.7360833
248143,Haldwari BO,Dehradun,Uttarakhand,30.086,78.2676
248145,Dandi BO,Dehradun,Uttarakhand,30.18,78.21
248146,Seemadwar SO,Dehradun,Uttarakhand,30.3096389,77.9943611
248158,Kamla BO,Dehradun,Uttarakhand,30.287,77.9964
248159,Haripur BO,Dehradun,Uttarakhand,30.265944,78.055829
248165,Sainj BO,Dehradun,Uttarakhand,30.31649,78.0321
248171,Kanwali BO,Dehradun,Uttarakhand,30.3165,78.0032
248179,Landaur Cantt BO,Dehradun,Uttarakhand,30.412,78.09206
248195,IPE SO,Dehradun,Uttarakhand,30.3445278,78.0333056
248196,Dassau BO,Dehradun,Uttarakhand,30.03219,78.0232
248197,Sherpur BO,Dehradun,Uttarakhand,30.3164,78.03219
248198,Vikasnagar SO Dehradun,Dehradun,Uttarakhand,30.3524167,78.0270833
248199,Chilhar BO,Dehradun,Uttarakhand,30.316,78.032
249001,Pangerkhal BO,Tehri Garhwal,Uttarakhand,30.3650611,78.4446426
249121,Panchoor BO,Tehri Garhwal,Uttarakhand,30.2729383,78.5845374
249122,Hindolakhal SO,Tehri Garhwal,Uttarakhand,30.1724167,78.2995556
249123,Jakhnidhar SO,Tehri Garhwal,Uttarakhand,28.5324167,77.3418611
249124,Bhagirathipuram SO,Tehri Garhwal,Uttarakhand,30.3795,78.4673611
249125,Sunargaon BO,Tehri Garhwal,Uttarakhand,30.4172973,78.4091058
249126,Bhallegaon SO,Tehri Garhwal,Uttarakhand,30.2198333,78.6802222
249127,Madan Negi BO,Tehri Garhwal,Uttarakhand,29.68,78.35
249128,Mori SO,Uttar Kashi,Uttarakhand,30.4750278,78.6320833
249130,Pali BO,Tehri Garhwal,Uttarakhand,30.3800284,78.4682262
249131,Kamand SO,Tehri Garhwal,Uttarakhand,30.146342,78.773831
249132,Siyansu BO,Tehri Garhwal,Uttarakhand,30.4880695,78.3828006
249135,Gorsali BO,Uttar Kashi,Uttarakhand,30.7839402,78.5909239
249136,Gangotri Seasonal SO,Uttar Kashi,Uttarakhand,30.9947,78.9398
249137,Munikireti SO,Tehri Garhwal,Uttarakhand,30.1166667,78.3034444
249141,Jamunachatti BO,Uttar Kashi,Uttarakhand,30.8056653,78.2087613
249145,Ragar Gaon BO,Tehri Garhwal,Uttarakhand,30.3130409,78.2063123
249146,Maroragad BO,Tehri Garhwal,Uttarakhand,30.1937468,78.5501123
249151,Dunda SO,Uttar Kashi,Uttarakhand,30.4020278,78.2418333
249152,Patara BO,Uttar Kashi,Uttarakhand,30.6402787,78.3244788
249155,Bhatwara BO,Tehri Garhwal,Uttarakhand,30.3788311,78.8028807
249161,Manjkot BO,Tehri Garhwal,Uttarakhand,30.0101834,78.769227
249165,Lambgaon SO,Tehri Garhwal,Uttarakhand,30.04125,78.6867778
249171,Diyari BO,Uttar Kashi,Uttarakhand,30.622681,78.0552079
249175,Chamolgaon BO,Tehri Garhwal,Uttarakhand,30.1759503,78.3386821
249180,Dhanolti BO,Tehri Garhwal,Uttarakhand,30.426677,78.2376466
249181,Semandidhar BO,Tehri Garhwal,Uttarakhand,30.36055,78.6807
249185,Gundiyatgaon BO,Uttar Kashi,Uttarakhand,30.394519,78.066379
249186,Tikri BO,Tehri Garhwal,Uttarakhand,30.5318679,78.1464665
249192,Naidogi BO,Tehri Garhwal,Uttarakhand,30.0158415,78.452658
249193,Uttarkashi Collectorate SO,Uttar Kashi,Uttarakhand,30.3747222,78.4299444
249194,Maneri BO,Uttar Kashi,Uttarakhand,30.7396022,78.5305907
249195,Mahidanda BO,Uttar Kashi,Uttarakhand,30.7526944,78.605
249196,Baldogi BO,Uttar Kashi,Uttarakhand,30.5102566,78.3927547
249199,Hill Campus Pantnagar BO,Tehri Garhwal,Uttarakhand,30.2,78.53
249201,Railway Road Rishikesh SO,Dehradun,Uttarakhand,30.1070833,78.2891389
249202,Nirmal Block BO,Dehradun,Uttarakhand,30.06,78.27
249203,Pashulok SO,Dehradun,Uttarakhand,30.0747222,78.2856111
249204,SN Temple SO,Dehradun,Uttarakhand,30.0588333,78.2115278
249205,Haripur Kalan BO,Dehradun,Uttarakhand,30.02,78.21
249301,D P Bazar SO,Tehri Garhwal,Uttarakhand,30.14,78.59
249302,Laxmanjhula B SO,Pauri Garhwal,Uttarakhand,30.1242778,78.3301667
249304,Diuli BO,Pauri Garhwal,Uttarakhand,29.762765,78.670087
249306,Chila Colony SO,Pauri Garhwal,Uttarakhand,29.9739444,78.2141389
249401,Mayapur SO Haridwar,Haridwar,Uttarakhand,29.86945,78.11785
249402,Rohalki BO,Haridwar,Uttarakhand,29.85,77.88
249403,Roshnabad Kutchery SO,Haridwar,Uttarakhand,29.9253333,78.1076111
249404,Bahdarpur Jatt BO,Haridwar,Uttarakhand,29.91,78.11
249405,Patanjali Yogpeeth SO,Haridwar,Uttarakhand,29.8704444,77.8884722
249407,Jwalapur Town SO,Haridwar,Uttarakhand,28.9230556,78.1063056
249408,Kankhal SO,Haridwar,Uttarakhand,28.9252778,78.1472222
249410,Sadhubela Bhupatwala SO,Haridwar,Uttarakhand,29.9823056,78.1898056
249411,Shantikunj SO,Haridwar,Uttarakhand,29.9913333,78.1924722
250001,Maukhas BO,Meerut,Uttar Pradesh,28.9,77.83
250002,Ghosipur BO,Meerut,Uttar Pradesh,28.928337,77.7416236
250003,Meerut Kutchery SO,Meerut,Uttar Pradesh,28.9886,77.718
250004,Samai Pur BO,Meerut,Uttar Pradesh,28.9,77.81
250005,MIET SO,Meerut,Uttar Pradesh,28.9737222,77.6411111
250101,Garhi Kalanjiri BO,Baghpat,Uttar Pradesh,28.7869,77.39331
250103,Bhoor Baral BO,Meerut,Uttar Pradesh,28.9056,77.6274
250104,Shafibad Loti BO,Meerut,Uttar Pradesh,28.81,77.85
250106,Rachhauti BO,Meerut,Uttar Pradesh,28.87689,77.8632
250110,Pallavpuram S.O,Meerut,Uttar Pradesh,29.053945,77.715953
250205,Mohiuddinpur SO,Meerut,Uttar Pradesh,28.8835,77.61867
250221,Daurala Gaon BO,Meerut,Uttar Pradesh,29.1130165,77.70227
250222,Lawar SO,Meerut,Uttar Pradesh,29.1017,77.9184
250223,Ruhasa BO,Meerut,Uttar Pradesh,29.18,77.69
250341,Jangethi BO,Meerut,Uttar Pradesh,29.04,77.64
250342,Khera BO,Meerut,Uttar Pradesh,29.0251911,77.6856361
250344,Khiwai BO,Meerut,Uttar Pradesh,29.1,77.46
250345,Muzampur Kamala BO,Baghpat,Uttar Pradesh,29.04,77.4
250401,Dhanpura BO,Meerut,Uttar Pradesh,29.02,77.88
250402,Sathla BO,Meerut,Uttar Pradesh,29.05,77.92
250404,Hastinapur SO,Meerut,Uttar Pradesh,28.9779444,77.9266667
250406,Ahmedpur BO,Meerut,Uttar Pradesh,28.94,77.96
250501,Khanpur BO,Meerut,Uttar Pradesh,28.93,77.5
250502,Narangpur BO,Meerut,Uttar Pradesh,28.97405,77.95592
250601,Agarwal Mandi SO,Baghpat,Uttar Pradesh,28.9506944,77.2698889
250606,Singhaoli Ahir BO,Baghpat,Uttar Pradesh,28.96824,77.4084
250609,Khatta BO,Baghpat,Uttar Pradesh,28.89887,77.2415
250611,Budhera BO,Baghpat,Uttar Pradesh,29.0272,77.31197
250615,Lalyana BO,Baghpat,Uttar Pradesh,28.85889,77.3905
250617,Sabga BO,Baghpat,Uttar Pradesh,29.1504,77.1659
250619,Gauripur BO,Baghpat,Uttar Pradesh,28.9883,77.22147
250620,Bijrol BO,Baghpat,Uttar Pradesh,29.12,77.31
250621,Jalalpur BO,Baghpat,Uttar Pradesh,29.12,77.29
250622,Begmabad Garhi BO,Baghpat,Uttar Pradesh,29.1464,77.4041
250623,Jiwana BO,Baghpat,Uttar Pradesh,29.1642,77.28792
250625,Mozizabad Nangal BO,Baghpat,Uttar Pradesh,29.1812,77.3324
250626,Mukri BO,Baghpat,Uttar Pradesh,28.91,77.42
251001,Sahojani Tagan BO,Muzaffarnagar,Uttar Pradesh,29.372274,77.630269
251002,Khala Par SO,Muzaffarnagar,Uttar Pradesh,29.467958,77.692789
251003,Jaroda BO,Muzaffarnagar,Uttar Pradesh,29.401612,77.6879
251201,Satguru Nagar BO,Muzaffarnagar,Uttar Pradesh,29.190446,77.781774
251202,Kachauli BO,Muzaffarnagar,Uttar Pradesh,29.52561,77.656374
251203,Jeewana BO,Muzaffarnagar,Uttar Pradesh,29.321484,77.666452
251301,Alipur Kheri SO,Muzaffarnagar,Uttar Pradesh,29.2714,77.4821
251305,Choonsa BO,Shamli,Uttar Pradesh,29.425993,77.402222
251306,Mukandpur BO,Muzaffarnagar,Uttar Pradesh,29.427617,77.541482
251307,Badheri BO,Muzaffarnagar,Uttar Pradesh,29.536968,77.75233
251308,Jauli BO,Muzaffarnagar,Uttar Pradesh,29.427179,77.859153
251309,Nagwa BO,Muzaffarnagar,Uttar Pradesh,29.202933,77.501045
251310,Gadhla BO,Muzaffarnagar,Uttar Pradesh,29.526507,77.831205
251311,Charthawal SO,Muzaffarnagar,Uttar Pradesh,29.3249,77.3532
251314,Tehsil Jansath SO,Muzaffarnagar,Uttar Pradesh,29.1918,77.505
251315,Bhooma BO,Muzaffarnagar,Uttar Pradesh,29.262568,77.938253
251316,Morna SO,Muzaffarnagar,Uttar Pradesh,29.20444,78.44556
251318,Goela BO,Muzaffarnagar,Uttar Pradesh,29.304548,77.591348
251319,Shikarpur BO,Muzaffarnagar,Uttar Pradesh,29.369749,77.491413
251320,Hassanpur BO,Muzaffarnagar,Uttar Pradesh,29.256006,77.97458
251327,Badiwala BO,Muzaffarnagar,Uttar Pradesh,29.633474,77.958319
261001,Koriya Udaipur BO,Sitapur,Uttar Pradesh,27.5325,80.8987
261121,Rajepur BO,Sitapur,Uttar Pradesh,27.766679,80.733321
261125,Husainganj SO Sitapur,Sitapur,Uttar Pradesh,27.487472,80.994694
261131,Khairabad SO Sitapur,Sitapur,Uttar Pradesh,27.487472,80.994694
261135,Laharpur SO,Sitapur,Uttar Pradesh,27.711444,80.894833
261136,Singhnapur SO,Sitapur,Uttar Pradesh,27.4342,80.573
261141,Brahmawali BO,Sitapur,Uttar Pradesh,27.6537819,80.475751
261145,Manpur SO Sitapur,Sitapur,Uttar Pradesh,27.487472,80.994694
261151,Pisawan SO,Sitapur,Uttar Pradesh,27.3055,80.3738
261201,Biswan SO,Sitapur,Uttar Pradesh,27.487472,80.994694
261202,Jahangirabad SO Sitapur,Sitapur,Uttar Pradesh,27.487472,80.994694
261203,Baghain BO,Sitapur,Uttar Pradesh,27.30001,81.1333233
261204,Rampur Mathura SO,Sitapur,Uttar Pradesh,27.3604444,81.3201667
261205,Panditpurwa BO,Sitapur,Uttar Pradesh,27.499,80.99443
261206,Saraiyan Raja Saheb SO,Sitapur,Uttar Pradesh,27.2453,81.0155
261207,Talgaon SO,Sitapur,Uttar Pradesh,27.6164722,80.8534167
261208,Mallapur BO,Sitapur,Uttar Pradesh,27.4992,80.9944
261301,Bhandia SO,Sitapur,Uttar Pradesh,27.2806667,80.9254167
261302,Bhithauli BO,Sitapur,Uttar Pradesh,27.2296023,80.8475893
261303,Sidhauli SO,Sitapur,Uttar Pradesh,27.2835833,80.8343333
261401,Mishrikh Tirth SO,Sitapur,Uttar Pradesh,27.27,80.3105
261402,Naimisharanya SO,Sitapur,Uttar Pradesh,27.2141,80.2846
261403,Kalli BO,Sitapur,Uttar Pradesh,27.32777,80.56273
261404,Parsada SO,Sitapur,Uttar Pradesh,27.3124,80.39
261405,Baniyamau BO,Sitapur,Uttar Pradesh,27.4029,80.6874
261501,Behjam SO,Kheri,Uttar Pradesh,27.5253,80.3817
261502,Durgapur Padari BO,Kheri,Uttar Pradesh,27.74,81.22
261505,BADHAIYA BO,Kheri,Uttar Pradesh,27.08,83.58
261506,Mahewa Ganj SO,Kheri,Uttar Pradesh,27.909842,80.784535
262001,Bhikaripur BO,Pilibhit,Uttar Pradesh,28.293474,79.803615
262121,Parewa Vaish BO,Pilibhit,Uttar Pradesh,28.620794,79.812865
262122,Jitauriya  BO,Pilibhit,Uttar Pradesh,28.29365,80.13645
262123,Seramau North BO,Pilibhit,Uttar Pradesh,27.8837,79.9122
262124,Piperia Santosh BO,Pilibhit,Uttar Pradesh,28.49847,80.27106
262201,Intgoan BO,Pilibhit,Uttar Pradesh,25.25959,79.78077
262202,Bakania BO,Pilibhit,Uttar Pradesh,28.25478,79.9642
262203,Simra Akbar Ganj BO,Pilibhit,Uttar Pradesh,27.5431563,80.7519272
262302,Dunidam BO,Pilibhit,Uttar Pradesh,28.2855,80.62705
262305,Neoria SO,Pilibhit,Uttar Pradesh,28.6215833,79.8163889
262308,Gidhaur BO,Udam Singh Nagar,Uttarakhand,28.8118474,79.8604831
262309,Tanakpur SO,Champawat,Uttarakhand,29.0698333,80.11275
262310,Banbassa Canal BO,Champawat,Uttarakhand,28.992676,80.091909
262311,Nanakmatta SO,Udam Singh Nagar,Uttarakhand,28.8959444,79.6566389
262401,Gularbhoj BO,Udam Singh Nagar,Uttarakhand,29.0917829,79.3155716
262402,Bindhukhatta SO,Nainital,Uttarakhand,29.04,79.54
262405,Bijitipattia BO,Udam Singh Nagar,Uttarakhand,28.878964,79.754561
262406,Bijamau BO,Bareilly,Uttar Pradesh,28.157857,79.65487
262501,Khatigaon BO,Pithoragarh,Uttarakhand,29.3,80.1
262502,Bisharh BO,Pithoragarh,Uttarakhand,29.563822,80.195088
262520,Beltari BO,Pithoragarh,Uttarakhand,29.498365,80.276971
262521,Quitarh BO,Pithoragarh,Uttarakhand,29.5,80.28
262522,Boyal BO,Pithoragarh,Uttarakhand,29.287,80.2
262523,Sukhidhang BO,Champawat,Uttarakhand,29.16,80.1
262524,Madhuwa BO,Champawat,Uttarakhand,29.32,80.28
262525,Abbotmount SO,Champawat,Uttarakhand,29.328983,80.081288
262526,Jhulaghat SO,Pithoragarh,Uttarakhand,28.5725556,80.1731389
262527,Bardakhan BO,Champawat,Uttarakhand,29.46,80.04
262528,Chauramehta BO,Champawat,Uttarakhand,29.29,79.88
262529,Salla BO,Pithoragarh,Uttarakhand,29.47,80.21
262530,Barabey GDSBO,Pithoragarh,Uttarakhand,29.49272,80.280704
262531,Kandey BO,Pithoragarh,Uttarakhand,29.582032,79.862194
262532,Kunalta BO,Pithoragarh,Uttarakhand,29.682,79.5302
262533,Chausala BO,Pithoragarh,Uttarakhand,29.584,79.888
262534,Chamachaur BO,Pithoragarh,Uttarakhand,29.676884,80.000618
262540,Gaunch BO,Pithoragarh,Uttarakhand,29.582,80.218
262541,Govarsa BO,Pithoragarh,Uttarakhand,29.2547,79.12945
262542,Algara BO,Pithoragarh,Uttarakhand,29.665439,80.148978
262543,Ghingrani BO,Pithoragarh,Uttarakhand,29.564852,80.213081
262544,Kandar BO,Pithoragarh,Uttarakhand,29.63,80.09
262545,BaunS BO,Pithoragarh,Uttarakhand,29.57,80.98
